Text,Text_length,token_length
الله يرحمك يا نوري الله يرحمك يارب ,35,17
خويا لعزيز بارك الله فيك وين راه اللي يبيع القشاشب ,51,21
هداك الميكرو بورطاب تشوفو منه المعلومات هه ,43,17
ياا اخوتي ادعولي ربي يشافيني في هذا العواشير شفاءا لا يغادر سقما ,65,29
تاع دارت لخير في تيكتوك واعرة خويا انس هه ,42,20
الــلــهم إجــعــلــنــا مــمــن عــفــوت عــنــهم ورضــيت عــنــهم وغــفــرت لــهم وكتــبــت لــهم الــجــنــة يارب الــعــالــمــين ,134,76
تخيلوا كون نتاهلوا لكاسالعالم هه رح نهبلوا الكرة الارضية يفرحوا معنا بالغصب هه ياربي فرحنا فكاس العالم ,103,42
انا عاشور العاشر راني نعاودة الف خطرة و منكرهش,46,17
هشام الله يعطيك الصح فوور بززف ,31,14
عاشور العاشر افضل انتاج في العقد الاخير ,40,13
بالشوية علينا سمير الكلوة تفجرت من الضحك  ,42,18
وعلاه الشراب يا اخي حنا مسلمين ولا لا ,38,13
راك ميت بالسعادة كي خلاوك تعيش ففي بلادهم كي جيت متدين بزاف علاش ماتروحش لأفغانستان وتعيش تما الرفاهية لي راك عاشها تما سبابها الاروبي واليهودي ماشي لعربي ,155,59
بعض الكلام قاله خاصة على تخمم للعقايب أجمل من كل الأغاني ,57,20
مغامرةبصح نبقي نخاف عليك خوياصح رووعةوش راك دير ,48,22
مرحبا بكم في ايطاليا  تحية مغربية ,34,14
تع صح بنت البلاد كيفاه يعاودو حلقة تاع موسم اول ,48,17
فرق كبير فل صوة وا kaliti dimag ,32,12
انسان مفعم بالطاقة الايجابية ماشاء الله رب يجازيك مهم بصحتك لماريكان خخ ,72,29
ذيك لحبة ناضت شجرة في رية بسبب التسرح وهاذا مايعرف بالأنبوب الخاطأ معاكم خوكم لطفي مالجزاءر عمري ليوم ,102,42
ربي يوفقك في مشوارك خدمتك هايلة ,32,15
Ayoub Omeich و كون متوصلش مليون مشاهدة ,39,16
واش حبيت يديريرلك باين هكا تتصور ويهدر برسكو جد مجمع ويحكي مع ولادو ماشي عفسة تتصور برى ,88,38
مام انا ندير فيديوهات معلومات و خوف ,36,10
الله يحفظك خويا ديرنا زوم على المسلسل التركي عثمان قبل مايخلاص رمضان,68,25
الله يرحم النوري و يجعل مثواه الجنة آمين يارب العالمين ,55,19
باينة بلي أفضل سلسلة قاضا وميلود هادو ,38,16
احسن يوتيوبرز في العالم ديرولنا فيديو في القناة تاع القايمينق ,62,25
الجزاءر تشبه سويسراوفي الطبيعة خاصة في فصل الربيع  لكن الجزاءر ينقصها النظافة و النظام و الثقافة السياحية مع التربية ل بعض الناس ,129,44
الله يبارك والله فيديو أكثر من روعة محترف واكثر  والله فيلم اكشن معك متعتنا حبيبي تمنيت لوكان ميخلاصش الفيديو  انشاء الله مزيد من التألق ,137,46
بلدة طييبة وربنا غفور ربي يوفقك خويا ويكتر من أمثالك  ,54,26
"   لا شك أن الاختلاط الرجال بالنساء على وجه ليس فيه حشمة وليس فيه حجاب من أعظم أسباب الفتنة وذلك لا يجوز بل لابد أن يكون النساء محتجبات مستورات بعيدات عن أسباب الفتنة إذا خالطن الرجال لحاجة من الحاجات أو لشراء متاع أو لأشباه ذلك ولا يجوز لها الخلوة بالرجل كابن عمها أو أخي زوجها أو زوج أختها لا يجوز لها الخلوة به لقوله ﷺ لا يخلون رجل بامرأة فإن الشيطان ثالثهما",362,127
الحاصول انتم ماتضحكوش خلونا احنا نضحكو ,39,17
عندنا إمام ديما يحكيلهم على الجنة وهاذي المرة قالولو يالطالب ديما تحكيلنا على الجنة واتفرح فينا  احكيلنا شوي على النار باه شوي نخافو قالهم  راني نحكيلكم على اللي ما كمش تا اتشوفوها اما النار راكم رايحين ليها رايحين هه من باب الطرفة  ,233,84
مزيدا من التالق اخي جواد ربي يحفضك ,35,16
صح الكلمة الطيبة لها أثر كبير على النفوس ,41,15
تضحكني بزاف كلما نشوف فيديو نديرلك لايك ,40,16
سلسلة جميل ربي يحفظكم خوتي واصل وإنشاء الله توصل مين راك باغي ,62,24
انا نشتي رزان وعبد وعشور ونوري ونري ومريحة ولقمان ,50,22
حلقة الفضاء بلا ثقب الاسود بصح معليش راكم تتعبو باش ديرولنا الحلقة لله يعاونكم ,79,31
ان شاء الله يااربيربي يوفقه و ينصره ,36,16
المدير راح دخلوه لسبيطار لمهابل هه ,35,17
أرواح لبوفاريك نشبعوك زلابية هه أرواح خوية ما تنساش ,52,26
لتذكير عمي صالح اوقرت فخامة عائلة جمعي   ,41,18
انا نزعف كي نغلط نخاف من العقاب الالاهي ربي يهدينا ويصلح حالنا ,63,28
لاا برناامجي المفضل راح يخلاص  ,31,13
   صح عندو الحق رني زعفن تحيا الجزائر ,38,17
باين خايف يكلاشي دقيوس و يدور عليه الشعب هه ,44,20
فلوق جميل جدا هذي الفلوقات اللي تبين الجزائر مليح ان شاء الله ربي يجعلني ازورها اخوكم رامي من السعوديه ,103,36
كان من الممكن ان تسلطوا الضوء على إعادة مباراة الجزائر و الكاميرون ,67,21
في الدقيقة  تسمع المخرجة تقول action ,37,14
جواد اعطينا اسم الموسيقى كي كنت تمد في النصائح ,47,18
ربي يسمحلك ياخو جبدتلي ختي و هي متزوجة السيئة لاترد بالسيئة امسح التعليق ديالك   ,81,34
شكون نوال يتفرج عاشور العاشر في   اكتوبر ,41,15
مبدع كالعادة  أحسنت نحن لا يهمنا المونتاج بقدر ما يهمنا محتوى الفيديو ,70,29
اه يا جواد راك في بلادي ومعلاباليش خويا الزين علاه مخبرتناش ,60,26
احبك في الله يا اخي كلامك يطلع المورال ,39,14
ريم الله يرحمها وليس يا لان النداء لا يكون للميت و رحمة له لا تطلب إلا من الله عزوجل ,85,30
هه شكرا لكم ظحكتوني هه فارس فاق لعصابة LUNFA ,45,21
طحت قدام يما  قالتلي وينو مخك   ,32,16
هاشتاق دعم جمال اكثر يستاهل هاد الإنسان والله ,46,16
على عين و راس خوا خوا احب من احب و ,35,14
اكبر اكبر اكبر غلطة في الحياة واش ندمت ياا ربي لوكان يعود الزمان للوراء ندمت ندمت كليت الخرا والراجل يشونع بزاف اففبالاكو بالاكو ال زواج يعييف ,143,60
من اي مدينة انت ياجواد وكل واحد يشرفنا برقم ولايتو ,51,19
ديرنا حلقة  تاع نموت على باطل ,30,15
انا حسبت بلي يماه ماشي مرتو ,28,12
الزين القرمودي يا خويا يا خويا ,31,13
رحلة موفقة و تحية عطرة لاهل الجلفة ,35,17
مكاش حلقة تع زوم مضكتش فيها ,28,14
ماشاء الله إبداع بمعنى الكلمة وااصل ,36,14
اللهم ارحم نوري و ارحم كل مسلمين ,33,16
دمت في صحة جيدة وربي يحفظلك والديك ,35,16
شكون لراهو يتفرج من الفترة الكورونا اصابة في اليوم ربي يعافينا من المرض ,72,25
والله يا خويا جماال غير نشوفك نفرح ربي يوفقك والله تستاهل  مليون جزائري متابع ,78,32
افضل سلسلة في رمضان صح عيدكم صح ياخويا انا التهكم من تلمسان صح صحوركم ,70,26
في بلادكم كل شيء أحسن في العالم و انهم الباطاطا راكم تعانوا فيها ,65,25
عينك قرد الرصاص حربى فى قرطاس,29,13
هه كي قلتلو لتيليفوني ليموس ماكسيما ماشعلش الضو هه علاه ,56,26
كون جيت عايشة فالصين ڨاع ما نخرجش من العسكرنحبكم وواصلو ,56,26
نسيتو صلوا على رسول الله صلى الله عليه وسلم  ,45,14
هه أنا من جيجل والله غيرضحكتني مام جيجل ودرتلها زووم ليفيراج  ,62,25
 ipccvbv  الرشوة محرمة خويا و زيد راها من الفساد بركا ماتفتي لروحك ,67,34
شكون لي ملاحض بلي هشام طور بعد سديم ,36,17
شاحكاية بوناطيرو وكرونا تكفونا  ف غربية لا  ,44,21
موضوع على كرة السلة بليز اني نستنا ,35,14
لكن للاسف بديت نفشل ما كاش اشتراك ما عرفت نروج القناة,53,22
كات سون سيس تبقى كات سون سيس ,29,11
هه ااه يربي ربي يفرجها علينا وصحا عيدكم ,40,18
ربي يرحمها ويغفر لها ويسكنها فسيح جناته ويلهم أهلها و ذويها آلصبر والسلوان آمين يا رب العالمين ,95,39
اللهم انا نسئلك العفو و العافيه بحق القرآن الكريم ادعو لي بل الشفاء في شهر رمضان المبارك ,89,27
قولولي وين لقا الشيوخة هاذو هه ,31,15
 ررووعة ربي يحفظكم ويحقق امنياتكم يارب ,39,18
انا في عمري سنوات عندي كاش  شهر ,32,12
تحيا والله راجل و فحل ماكنش كيفك في الجزائر ,44,17
مسلسل مخلط ماهوش باين و بطييء حلقة و حبستو هه اصبرو كامل تجوزو في الجنريك ,74,32
السلام عليكم كيراكم مدايرين صح فطوركم,37,12
اهدرو عربية برك لواه لفرونسي ممكن حنا منفهموش تقولش اني في قناة فرنسية يااز ,76,30
الله يبارك فيك والله يديم الأفراح علينا جميعا ,46,14
خويا كون راك دير باتريون علا خاطر كاين ياسر ناس يحبوك وحابين يدعموك ,68,29
يا خويا راك فور وراك عاجبني بزاف كثر وفرحنا ومدابيك ومدابيك فيديوهات فيهم كاش عفايص ولا شي طرق للهجرة والله يجازيك  ,116,45
الله يحفظك خويا جمال على الفيديو نتمنا لك تتوسع قناتك في الوطن العربي متابعك من القبة ,86,28
حتى حاجة هدا مجرد تعبير ومعجبكش  وفوق هدا هل المرأة تعتبر عيب اتقى الله يا أخى ,79,33
شكون راه يتفرج فيه فل مارس و لغدوا راماضان  ,44,18
علابالكم بلي كاين ناس بزاف عايشة هكا ربي يفرج على جميع المسلمين ,64,25
الغمالة قااع تاع جزاير تلايمت هنا ,34,17
بالمناسبة اذا واصلت على هذا المنوال ستكون مثل جو حطاب أو أفضل بالتوفيق ,71,25
جواد خلص شوي راك داخلها غير باطل باطل ,38,15
احلى تحياتي لشعب الجزائري من تونس ياسر حلو الفيديو ,51,19
يااخي اطلب الله لقطلك فلوس بدل ماتقعد تنشر فديوهات بلا فائده العربه فرصي محد يستفيد منهم شي الفيديوهات حقيك ,108,39
من احسن او الأفضل على الإطلاق في شهر رمضان ,43,13
محتوى جميل و أنت أجمل بارك الله فيك ,36,15
هذا البرج بناوه سكان المملك العاشورية لدحمانوس ,47,17
انا من بسكرة مرحباا بيكم لحباب ,31,12
هدا طفل الله إبارك قوة عجبني ,29,13
مكاش لي يدي بلاصت صويلح ربي يشافيه والله نجم من النجوم ربي يحفضو وربي يشافيه ,77,32
والئه قمة في التواضع والسماحة والابتسامة وفعل الخير ,52,20
وربي مبدع بس ما عندك دعم الي تستحقو اخوك من تونس ,49,19
أول تعليق أنا مغربي عمري  سنة أجود القران الكريم بعشر طرف وأريد أن أصبح مقري عالمي أن شاء لله ,94,35
جامي ضحكت في حياتي كيما ليوم ,29,14
غدوة أدي ختها و روح لعندها كي داها فرحت بيها لونجة و قعدت هي و ختها,67,29
مرحبا بيك في بسكرة نعطوكم دقلة ,31,16
تلمسان ماكانش اجمل منها فوق الارض ,34,14
وحدك نتا مع حراشي فري جبتوها ضحكت من قلبي فريمو يعطيك الصحة  ,61,28
على كرشو يخلي عرشو هه اعظم مسلسل جزائري إجتماعي على مر الزمن  ,62,22
الله يبارك خويا جواد حماس و طاقة إجابية كبيرة و الله أمريكا عالم آخر الحلم بحد ذاته yougotthisyougotthis ,105,36
فور فور ما تنسوش تفكرونا في رمظان ,34,14
ديولنا حلقة على التطور التكنولوجي ربي يحفضكم ,45,18
زيد خونا خبيب ورينا ثقافة بلاد السند المجهولة لدينا وبتوفيق إن شاء الله ,72,26
طلقت ممشوط طاح بروايح كى فاح,28,15
ماريا  للسلطان عاشور و حرامه ,29,14
حياة الأميش حياة صحية من كل الجوانب بعيدا عن غوغاء المدن والاعتماد على التكنولوجيا وضياع حياتنا امام الهواتف النقالة ووسائل التواصل ,132,43
شكون مازال للان يتفرج يبين روحو ,32,13
ابو فله الي يضحكني يربح سيارة ,30,16
عندك يتخذونك باشا بازي  عادة خبيتة عندهم وعند أفغانستان الله يعذبهم ويعاقبهم ياربي ,83,32
نشالله تولو مشهورين فالعالم كامل نشالله ,40,15
و الله بداية يقشعر لها البدن ,29,11
كي قاتلهم رقيقة نولو كي نتنفسو نخلصو رانا فيها دكا ,51,23
عندك تصوير تع مخرج مشاء الله ,29,12
وشنو هاد الهدرة علاش تقولو بالاك في عاءلتك يحكي على ضاهرة كاينة منها هاد الفيديو كامل باش ناس ليديرو هكدا يتسقمو ونتا تقولو ممكن في عاءلتك ,139,54
مشاء الله خويا جمال فيديو ولا أروع ,35,12
تعيط لعين امناس ادا قدرتوا ربي يحفضكم ,38,16
 ilhemdjaalab  والواد حامل ولا مزال  ,37,17
ضحكني فارس فاول الحلقة انا الجنرال ماشي فارس ,45,15
علاه علاه مزال مش باغية تكمل السلسلة قريب نبكي ,47,19
انا نحبوا وايضا توحشتوا راني مشارك معاك ,40,18
اجديي حبة قلييلة فوور حيوية طاقة إيجابية  راني وحدي نضحك عجبني الفديو ولعقوبة لعرسك راني خايفة من حاجة العروسة تجيبها فالعتروس يعطيك الصحة يا أخي فوور ,151,67
خطرات يكون كيما نقولو حركة تندار باش الرزق تاعك ينزل باش الرزق تاعك يجيك كاين ناس ما علابالهاش هاد النقطة واحنا لانه ما ندبروش وما نبحثوش وما نحوسوش نفهمو احنا احيانا نحس,170,66
اواه زنڨا لقديمة خير هدي اني نشوف غير الاشهار ,46,18
الله يبارك كلك حيوية و نشاط ,28,13
الله يرحم بلاحة و يشفي عمي صالح ,32,14
ليوم مارانيش نخدم لاني راني نقابل ولادي و زيد العمل الوحيد الممكن هو الميناج و كون نولي للماضي منجيش اصلا و مانبعدش على حضن ميمتي ,130,49
ونتا وجهك الوحيد لي يضحكني هاذا العام ,38,16
بفضل لعتروس تعلمنا الميكانيك عمو جمال ,38,15
عبل له دزت لقمن له خطهو ,24,13
هه عين قزام و تحلا الحياة هه راني فيها عايش هه يا حصرااه شا تصابلي و شا طرريق محفرة وشا طريق مكسرة هه مزالها طويلة و تعرف بلاددك ,129,53
كي يديق خاطري نتفرج عاشور العاشر le  ,37,14
 mlctipn  شكلك تحبي الزل كتير يا مزلولة ,40,21
مام زووم تع العام شوية رايحة فالقرعة ,37,16
بارك الله فيك حافض على دينك ,28,12
والله خبيب عايش حياته بالطول والعرض فعلا عبقري وأسطورة ,55,22
راني نشوف كامل بدلتواا الشخصيات هد العام  ,42,14
ياربي في رمضان هذا فرج عليا او كل واحد قال امين فالعوشير هذو ,61,23
واو المنافسة إشتدت ربي يحفظكم خوتي ,35,17
ديما نشوفك في سديم الي يشوفوا لايك ,35,16
والله غير نستعرف بيك خو top top top ,36,13
احسن فيلم لكن ربي يرحم النوري وشافي صالح اقروت ,47,18
ربي يشفيك يا احسن ممثل كوميدي على الاطلاق ,42,15
شريط وثائقي رائع من ولد بلادنا الجزائر ,39,15
شويا دعم خاوتي نلحقو جمال m نشأ الله والله انسان طيب ويستاهل كول خير ,69,27
صاحبي اضرب k شابة ودرنا دورة في دزاير ,38,19
 صارت له رسل الانبياء كانوا بزاف ياخذوا خلوه ويقعدوا وحدهم لفترات طويله يراجعوا نفوسهم يدبروا يقعدوا cest très important انا من التمارين اللي مدتهم البنات قلتلهم ديروا يا سيدي,175,61
اروع حلقة هه شوف البز انتى ,27,13
لا يصلح لا عصير لا معجون ولا يتقلى و لا يتشوى  ما فيه حتى option خدمتو يطيب في الكسكسي و يعمل روحو بطاطا كانت هناك محاولات لتطويره من قبل اجدادنا الاوائل و عملوه مع مأكولات أخرى   ولكن المحاولة باءت بالفشل ,206,77
Hichem DN ابغى افهم الفيديو اتمنى لو كان في ترجمة بس ضحكت على التمثيل هشام نحبك واحنا من الوطن العربي بس ما افهم جزائري اتمنى تحط ترجمة لانه اللي يتابعوك من جميع الدول العربية مو بس من الجزائر ,193,58
اخي جواد أحببتك في الله لأنك خلوق كريم رق المشاعر وذومبادء بارك الله فيك ويسرلك كل صعبة ,88,38
خبيب مرة على مرة راك تحسن من المونتاج و التصوير واصل اخي ,57,21
لا يوجد شيء اسمه فضاء اخوتي الاعزاء وانما هي ارض واسعة وفوقها سبع سماوات وخلق بينهما ارجوا ان تبحثوا في الموضوع وستصدمون من النتيجة ,132,46
فعلا لي يحب بلادو عمري ولا يخليها ولي في دمو تمشي الخيانة  يخلي بلادو نورمال جدودنا الحرب الجوع الاستعمار التعذيب واقعدو ودافعو عليها ولي في دمو الخيانة خدم مع الفرنسيس  ربي يحفظ بلادنا ,186,68
اعمالك في القمة محتوى و تصوير وتقديم نتمنى لك اخي خبيب المزيد من النجاح في المستقبل  ,85,27
صلي على النبي محمد صلى الله عليه وسلم ,38,11
ديرولنا سلسلة ماين كرافت في قناتكم تاع ڨيمينج ,46,20
شكون لي راهو يتفرج عاشور في ,28,12
بارك الله فيك جواد وعيد مبارك على فكرة لما طولت الغياب علينا وتوحشناك بزاف تقلقت عليك ودرتلك رسالة في الاستغرام نقولك فيها وين راك وما تزيدش تعيد بعيد على الوالدة بصاح في الحقيقة انت راك جاوبتني في هذا الفلوق ب السباق الى فعل الخير والتقرب من الله اكثر فبارك الله فيك وجعل عملك في ميزان الحسنات وراك لقدت دعاوي الخير من بلاد بعيدة ومحتاجين انشاء الله ربي يتقبل دعائهم ودعائنا وتكتب في سجلك على اليمين الف شكر جواد احبك في الله ,427,149
انا جزء الثالث صامط انا قاع متفرجتلهش ,38,16
لكن عندهم استعمال اشياء دخيلة على حياتهم ,41,13
جبال الشريعة نعمة كبيرة من عند ربي لهذه البلاد ,47,16
جمال هاذي هيا لي حب شبح ميقولش اح ,34,15
سوق ماسرة غير انتوما تحبوواا الكفار ,36,16
طبعا نخلص كل فيديوهات تاعك لاخاطر هايلين وليت مدمنة على قناتك ,62,26
هه واش تحب يارب فرج هذا كل ما خدعت حتى انا نحب متزوج ولا حرام ,62,24
الله يبارك فيك و يعطيك الصحة واصل ليبيا ,40,16
ومن يشاركني ارجو منه ان يسال الرحمة لوالدي الذان تركاني في هذه الدنيا لوحدي قال سيدي عبد الرجمن المجدوب ابن فأس اللي راحت امه من الدنيا صديق النساء ما بقالو ياكلو الشاة ويخلولو اوذنها  ويقولو هذا ما بقالو يعني اللي راحت امه من الدنيا لم يبقى له الا الله ارجوكم ترحموا على والدي ,278,92
شغل هاذي الخلقة تنبأت ببوتفليقة انو ممبعد ولو يكرهوه ومي مات ولو يشتوه  ,72,31
بارك الله فيك الله يرحم الشهداء الابرار وشهداء الصحراء الغربية وفلسطين لانهم من علامات القيامة المحتلين من الراية اليهودية التؤم وخير دليل ڨوڨل المهم اخوكم من  ,160,57
Sadaoui Kheir Eldine  دوفوا تحشاتلي هه ,39,19
يقطر بالاجابية خويا جواد مشاء الله عليكم خاوتي و ربي يوفقك خويا جواد ,69,30
استهزاء صارخ بالدين الاسلامي قنوات الزيgوو ,43,17
الله يهديك قتلتنا بضحك كرشي وجعتني ,35,18
يعطيك الصحة مي لحراشي لي معاك شحال صامط ,40,18
سلام عليكم شحال ركم تخلص طيارة تع امريكا ,41,16
كم هي حلوة الحياة في امريكا ,28,10
حبيت نعرف برك شكون لي كتب الكومونتار قادة ولا ميلود ,52,20
صحاب الديسلايكالغيرة عماتكم فيديو رائع ومناظر تسحر العيناخي خبيب راك فالقمة ,76,30
الله يبارك فيكم اراد الله بك خيرا والله اعلم  اذا اردا ان تعرف عند الله مقامك فانظر فيما اقامك  جعل الله لنا حظا في هذا البر ولو بمشاهدة الفديو ,144,52
زووم فوور مام حاجة صامطة تحلى ,30,14
ان عاصفة هبتاكلت الاخضر و اليابس ,33,16
تعجبني الحيوية تاعكم طاقات كانت مغبورة في الجزائر ,50,18
اول مرة جزائري يخمم ملييح الحمد لله يت ربي ,43,16
والله تحط لايك على جال التصوير والمونتاج خلينا منالعقلية ولد بلادك ,67,24
الهجرة كلمة تسمعها بزاف في بلاديء أنا عمري ماخممت فيها,54,20
بداية أفضل سلسلة تزامنا مع شهر رمضان ,37,12
ضحكني كي عيط حتى طاح هه ,24,13
الأخت رشا تهبل الزين والعين و ضحكتها حلوة بزاف,46,20
هه شحال من مرة شفت الفيديو و مازالت تصرالي ,43,17
قوللنا كيفاش نجو مدزاير للماريكان ملف الفيزا و كل شي  love u ,61,24
هشام بغي نسقسيلك نتا صح التكيف ولا غير تمثل ,44,20
ما تنتقدش الناس حتى نتا دير أخطاء بزاف  ,40,17
رب يجازيكم ويقويكم والله غير صدقة جارية ,40,16
يا سمير نجي نتورني معك حلقة او جاوبني راني نسنا ,48,20
الله يحفظك ويسهلك طريقك أن شاء الله ,36,15
ماشاء الله مناظر خلابه جزاك الله خيرا ,38,15
من مانهاتن إلى بشار good luck bro ,34,13
دعواتكم الجزائر تحترق ربي يستر بلادي  شهيد حتى الان ,52,20
والله ماراهو يمثل برك عندو الحق نعرف ناس يطلبو فطورهم وعشاهم السكالوب ,70,28
ياقلبي لاتخاف راني في الدنيا أومالك ترجف ياك هذا غير أمنام,58,24
نصيحتي أنو هذا سؤال جوابه ليس في تعليق يمكنك الإطلاع على سلسلة بوتكاست المقاول راح تلقى الأجوبة ,96,33
محتواكم يشبه لتحدي المعلومات تاع محمد عدنان بصح تاعكم خادمينو خيير ,67,26
والله غير صح خدمتوا و عيتوا و ربي يعوضكم و بالنسبة ليا في زوج ربحتوا ,69,26
مسلسل عشورالعاشر مسلسل رائع ولقول كيفي يدير الايك ,50,21
برافو والله افضل برنامج رمضاني شابو ,36,13
خو عتمان بن داود الملك دحمانوس ,31,15
دايما نكون نصلي ونكمل حتى نحوس على حاجة مديرها حتى نلقاهم ,58,24
البوني الأصفر جبتو معاك من امريكا هه ,37,14
الثامنة بالطبع سمعو في المعهد بلي الجزاير راهي معولة على,56,21
عيش في بلادك و دير مشروع و تبقى هاذ التجربة نتاع امريكا مجرد تجربة ما تقدرش تحكم عليها فاشلة او ناجحة لازم الانسان يعيش باش يعرف التجارب لي دارها فاشلة او ناجحة  تبقى دزاير الحياة فيها صعيبة بزاف لكن واش غادي نديرو ,215,73
ناس راه تخدم على روحها جواد كيما مول الطاكسي باين زوالي مسكين ,62,24
لكن خبيب ماشالله عليه  يتكلم عربي فنشكره ونقوله كلامك مفهوم وواضح حتى يكون قدوه ,80,29
"دقيوس ومقيوس  الحلقة   العرس والحنة و أنغام الشعبي ",52,22
بصح واحد دولار بي الف جزائري يعني غالية السلعة ,47,17
   الظاهر ان بن باديس اقتبس هذا المصطلح الأمازيغ من عند ابن خلدون لأن هذا المصطلح لم يكن معروفا لدى الجزائريين في زمانه  وقد سألت والدي عن هذا المصطلح وهو من مواليد ,165,56
اا خويا جواد وراوك فل هداف tv عاند باب تاع قهوة وحد مفق بيك قيانا ,66,27
ربك نموت عليها ملي شفتها الكاميرا كاشي ولات كراش تاعي ,54,24
مشي شرط يالعزيز من وقت الرسول وناس تدخل تجارة ومشاريع وتنجح مشي غير كورونا كل عام كاين آلاف عباد ينجحو وآلاف يخسرو ,115,44
انا عمك من الجزائر شوف الله يحفظك ويكثثر من امثالك واصل ربي معاك راك اعطيت امل لككثير من  الراقدين منهم ابني بارك الله فيك,122,48
Mohamed Reghis Official اجمل رجل في العالم راه هنا ماتزيدنيش هه ,64,20
عندك الأخ اخي حتى هنا في الجزائر عندنا جبال وقرى جميلة خير من هكدا شخصيا انا عملت خدمة مدنية في وحد المنطقة شمال سطيف روعة المناضر الخلابة والجبال تحيي الروح الله غالب السلطات مهملتها وما عرفتش قيمتها ,201,60
خبيب شلال كاين في سعيدة شباب سموه تيفريت ارواح في فصل الربيع يكون شباب بزاف ,76,29
ماشاء الله فديو جميل ياليت كان خالي من تصوير النساء والموسيقئ ,62,23
بناوها و مع الوقت مالت و السبب لي ماطاحش هو أنو دارولو دعامات مالتحت ,69,27
تحيا صالح اوقرود او ربي شافيه ,30,13
شكرا لك على مجهوداتك وفيديوهاتك القيمة والمعلومات المفيدة دمت متألق لنعيش معك تجارب ومغامرات أخرى شيقة ,103,38
خسارة لوكان غي مجاتش الحلقة الاخيرة و دروك شا غادي نتفرجو ,58,23
وقيل غير انا لي نتفرج في مسلسل ونخمم في سمير كفاه رح يعلق ,58,23
ديرلنا سلسلة كاملة من نقائض الجرير وفرزدق عجبتني بزاف وممتعة و مضحكة ,69,28
قلو انت خاصك principe hh بهدلو هه ماعندكش قلب هه كوميديا راقية top ,67,26
في الحلقة الاخيرة للأسف ما بانش ,32,12
ربي يوفقك أريد ان انطلق بما تنصحني ,35,16
لماتخ كويزينيي يعطي دوق لاطباقكم  ,34,17
ـ لا تخرج و إلا سيقتلونك ـ  مارس  مؤثر صوتي,43,21
كورونا قتلتنا يصحابيرحم في يماكم رجعونا معاكم ,46,20
في زوج ربحو بارك الله فيكم ,27,11
وحدة تاع اغرب لعياد ف العالم ,29,12
هه تخيلوا جواد راح الاسكا ويحكي عليهاا يا خويا يا خويا ,55,22
سلام حسب الشرح تاعك تستاهال شاف دي شااف هه ربي يوفقك ,53,23
في القمة والله غير فالقمة هاد الفيديو ,38,13
