Text,Text_length,token_length
   this is America yes Djawed hh ,33,13
Tu es vraiment le meilleur  ,28,7
That Leopard yawning shot was superb ,37,8
Habit nsasik kho  Nta producteur Bach Rak tahder la had lmouselsel ,67,23
Personne na obligé cette fille à quitter son bled du moment quelle travaillait juste quelle avait un rêve une telle personne dans cette même situation ne pourra ni me toucher ni me donner pitié ,194,40
Bon Courage les artistes concept fort ,38,8
Did you know that in world war II there was a bear that helped soldiers carry ammo boxes and heavy equipment ,109,23
KHOUBAYB THE BEST MOTIVATED GUY EVER RABI YWAFKEK KHOUYA ,57,24
Vlogue ycherah elelb khoya djamel rebi yhfdek khdema Machallah w bik chefna w rfna kenz bladna ,95,36
Fih des erreurs banet camera f une séquence ,44,12
jf horton Yes me too I literally smiled ,40,11
ramzi mnytk hado swal hedrna lihom fi  kyn swal rahom yjbdoo bihom  hado li technique edom ,91,35
Kti tdri twnini abonne ou jam mdili rayk fi vdio tai ida djbok abonne ou ,73,27
Allah yebarek Makach kifach ndirelkoum billiars jaime ,54,18
chaimaa GD kti abonné ou jam brk ou mdli ryak fi vdio tai ida djbok abonne ou srto hda ,87,33
Moi je chanter fatal bazooka mais dans lautre musique style ni que sa mère XD cétait mon délire et je chanter sa a ma mère et ma mère est chocker ,146,40
Khawti chkon yaraf ism mosika fa  rabi yhvdQom ,47,21
Ya khouya raha corona mekach les voyages rah ydir li yder lih ,62,19
Jawed saha aidak khatra jaya nta jawad nchllh w rabi yajalha f mizan hassanatak ,80,30
Wach jit andna jamal WMA geltch ib lik ,39,15
It was a really cute nd funny video hessit kli rni tm i really like it ,71,20
Ya wlidi ana yamat balak ad jaddak besah bakitni ou nolak allah yahfad li rabak ala had al akhla wa alwatania belha ykarmok fi madrab hadouk arayan li rahom ychoufou fihom fananine hacha al fananine dyal assah ala bali rak fhamt asdi wach nolak ya wlidi bakitni ala dzaier laziza olt klam arjal ta bakri anta tawri rabi yahafdak ou ybaad alik albla waline wa yjazik khayrane hafidaka allah ,390,131
Cest un Tic  javais meme pas remarqué   ,40,12
Win taskan blasa ham bok jawabna ,33,11
Pii rakoum maricaine ya habibi hada ga fi sablatte ,51,19
THE BEST VIDEO MAKER IN ALGERIA ,32,11
Salam mohamed je voulais savoir vu que tu as beaucoup de vues lahiberek pourquoi tu nessaies pas davoir un sponsor genre décathlon Tu les contactes et tu leur dis comme ça tu gagneras de largent et tu auras du matériel et des vêtements gratuit Voilà akhi lkarim Allah i hafdek ,277,66
 OPEN THE DOOR ALLAH YEHAM WALDIK HH ,37,13
Juste woow Jai visionné la vidéo en vivant les émotions de ce peuple ces visages et ce paysage éblouissant Hâte de voir les autres vidéos Merci pour les infos fournies ainsi que lhumour  ,187,47
Incredible cinematography Feeling lucky to watch your videos Thanks alot Keep growing ,86,15
Mon rêve je les vécue grasse a toi mille merci ,47,15
Nmho nmho To no comment connecter une te Le bonsoir intéressée si elle est tjrs disponible pour les récupérer des enfants pour ,127,29
mazal makmalch vidéo bassah hata la dernière seconde ana bla matwasi hh vous avez un très bon charisme ne vous inquiettez pas vous etes à la hauteur hh ,152,40
Bravo Adi la série brk li nchofha f remdan Grand merci pour monsieur Nabil et Nassim aussi ya khouya ya khouya ,111,35
Tayab Zed k oui bon idée lokan ghir ydir hana ,46,16
rabby yahfdak ya weld blady vous êtes très spontané et cest ça qui fait votre force bravo ,90,24
Nta for bazaf alah yahafdak coya ,33,14
Wallah t le meilleur kayen ghi li warilk marikan wala franca wala lalmagn w maymadoulkch motivation des idée des conseil bon courage kho  ,138,34
Hoggar land is more flat more sand but still beautiful place and peaceful ,74,17
TOP COMME TJRS YEAH khasak bonet banana ,40,14
À mon avis faudrait que les parents se séparent et que la femme fasse appel aux associations des femmes battues et quelle porte plainte contre son mari et dire quelle était sous emprise Il faut bien faire des sacrifices pour récupérer les enfants Cette histoire ma fait tellement mal au cœur  ans cest beaucoup faut agir et vite,328,64
Ninette Mano first comment thank u ninet  ,42,11
Pareil pour Lets go lets go il traduit  Laisse allez laisse allez xD xD,71,18
tanzania rani nesena fiha meli kount nchouf les story fi instagram alhagna manifikos hh ,88,29
Deutsch scheint schwierig Es ist gut zu lernen ,47,10
li fhem swilah wash fat ydir lihom yfahemni svp ,48,20
Un nom pour la vane  YouTubealgerie ,36,12
Salam juste un conseil damis  mettez des cales au dessous de la voiture ne faite pas confiance au cric  et bonne route ,119,30
Hi djawed please check your emails I sent you an email about your Tshirt company thank you looking forward to talk you Youcef ,126,27
Jadore cette musique trop genial de reecoutez en ki é daccord mettez un pouce bleux ,84,23
Le zoom de zoom  le fond iban fel cahier ,41,13
Un pays au mille paysage différents incroyables ,48,10
sound track stranger things is best things in this video ,57,12
Heureusement que tous les algériens ne sont pas des mals élevés comme toi ,74,19
Salam akhi alah yahfdak wyatik matmanit andi lak talab momkin dirna video la chab sarawi tkalam la had chab li matal fasara maalam bih ghar likhalo ,148,47
Hhh makyous kalo hakmek el var Les meilleurs comedien nabil et nassim ,70,21
Adii rohoou telbou fi zouj tayou kinta ki dek harachi chiou bhaja whdkhra ,74,28
chkon lI mafakch bli vidie fih  ,32,14
La Rage moi je viens du turfu gros en siècles après lattaque des titans et  ans après la e guerre atomique,106,27
Hhh alarme w Ana hassab dik ,28,11
 name of the music  ,20,6
the best vloger in algerien and africa ,39,12
As someone who was watching ur videos since the beginning seeing u making one of ur dreams comes true makes me so happy specially after seeing the reflection of joy in ur eyes voice and laugh ,192,38
Mubarak ramdan Aurai du mettre un djellaba ,43,15
Sinon je suis intéressé par la formation Facebook ads ,54,13
Thank you bro like from Italy and Tunisia  ,43,10
Ngkgo ici pour les récupérer des enfants pour leur acheter moi jétais ,70,17
Bonjour Mme Lahcene merci beaucoup pour la recette jaime bien ,62,14
Jointe khedam eltem  presque chaque weekend je prenais un bain c tellement chaud ,81,22
Go ahead just do it bro We are all with you ,44,13
Wli rabi maktblhch zwej f bled wach dir tsuisidi kima rajel yseyi mra zada tseyi zharha ,88,37
En vrai quelle est le nom de cette chanson  ,44,11
Algerien Ya Akhi Rak ayech and el kofar ferhan b rohek Ya el cavi ,66,23
Des idées ce sont lensemble des observations exemple tu regardes une personne travaillent dans une cuisine tu constates quil y a des tâches qui exigent un instrument ou les équipements de cuisine causent des pertes de matière ou de temps cest là que tu dois intervenir par tes solutions par une création dinstruments équipement ou bien de mathode de travail Ce nest quun exemple Parfois tu es sur une solution et une idée surgira cest le cas du four micro onde la recherche était sur les ondes de télécommunication le chercheur a déposé son casse croûte sur une plaque pour continuer ses études il constate un instant après son casse croûte brûle le hasard a fait quil découvre le phénomène des ondes sur lalimentation ,719,150
Dit moi djaoued ta pas un messenger ,36,12
   ta mere pas la a ta naissance ,33,13
Il fallait faire des Intervalles pour rappeler le but de ce podcast resumer le parcours de linvité,98,23
 kqilswy  Pourquoi en Algérie il faut se marié pour avoir des relation avec une fille ,86,26
Keyen keyene jeux dyerehe deziri wetlgahe fi steam ,51,18
Cest un parc national protège peutêtre ,39,11
Very useful information thanks a lot ,37,8
Bsahetkom khawti Ki tkon fi bladek kayna iza kbira wahed maichofik belonsoriya Chwiya isegmoha welah khirmen lorop ,115,42
Wlh ça fait plaisir ki nchoufek tema ,37,13
Oui mais dans  jour  ,21,7
Lannée vient juste de commencer et Mourad propose déjà du contenu ,66,15
Ana mn lmaghreb machaallah likom afakom diw maya rani dfat lora had lam ,72,27
Dahou If ur reading this u have a beautiful Smile Bro keep it up Always u make the one looking at u feel comfortable blv me ,124,31
Walach ma ytelloch waed kima hada w yaarfo rir rifka li ma yfid f wallo ,72,28
Aaah finally a new episode like i need to listen to u guys while washing the dishes mor lftorkeep going ,104,26
Bravo chef Hicham pour tout ce parcours jai un fils comme vous jeune ans il à arrêter ses études en ème et il à fait un stage de pâtisserie et maintenant je le pouce de chercher un travail vous êtes un bon exemple pour les jeunes félicitation jaimerai bien quun jour mon fils devient comme vous inchalah merci ,310,71
Ya kho kifach tfrini f telj  ,29,12
Téméraire et courageux merci pour cette belle balade mon fils ,62,16
Wlh dommage nachouf andak vues wlh natmnlk yakon andak des millions vues sur YouTube tasthal ou tatab wlh rabi maak et bon courage et no stop ,142,41
Ça fait ans MAIS J ADORS C MON ENFANCE QUAND J AVAIS PAS TELEPHONF J ECOUTAIT SUR LES DISQUE INCROYABLE ,104,36
kayen chal mn fn fn latkh sabgh tachgir tanitt tawazi alwan whad l fn smoh fn tadaroj ,86,30
Smahli mais les VLOG tawek wahadhoum bravo et bonne continuation ,65,19
i was smiling during the whole video its nice to see people doing their thing and being simply happy wa loba lina ,114,26
Go and try Dunkin donuts ice coffee just Vanilla creamone turbo shut and extra extra extra caramel its the best I used to get frappe from Starbucks but not anymore ,164,35
Ça resterais lacteur chanteur réalisateur le plus humble de notre generation ,77,17
heureusement quil y a dekious wa makiouss sinon ya rien de beaux ce ramadan le reste ce nest que du tbahlil ,108,29
bsahatkoum khou pour les dechets jetés c vraiment decevant rabi yahdina ,72,23
Can you give me a hearts plz ,29,9
s v p on veut des vedeo pour des sorties ici en algerie pou que toutes les familles puissent prifiter ,102,27
Salam khouya dirli cœur stp khouk mn l algerie n suivik partout instafecbookyoutublah iyefqekinsta dyaliislem djerroud  ,120,41
Gar youtouber dahkouni rinta li mdhknich ,41,16
Les hommes Djamel keep it up ,29,10
Ils ont quà récupérer les enfants dans les rues ,48,11
Hi Kenneth Thanks for the amazing video you posted As a wildlife photographer I enjoyed the whole film Well done  keep up the good work ,136,28
Li siba bazef wahed matghareb fi bladou hadi lwara w Ida wahed ktableh lmaktoube w rah mel ghorba c une aventure Ida hakmetleh tabarak allah w Ida nn iwali labladeh ,165,54
Nouri mechi camera cacher nekoul tgoulouli khalas  llaah yrehmek ya nouri mel ehl jena nchallah  ,97,34
I enjoyed myself watching this it s very good for a first try  ,63,15
Lokan ghir madjbtenach wedjoh z hadoma nta nmot alik please hadoma iayfoni manich ala team taak dj chkopi o reghis ,115,41
Since Im child I like ur videoskeep going Mourad we love u ,59,16
Tu lis dans les pensées cest tellement malheureux ,50,13
Yatikom saha léquipe ntelaaw am jay inchaallah saha aidekom ,60,19
Jaye w mbela fi mokhek l jahl win ywassal ,42,17
Djawad khoya jawatni Fort machalah le rêve tai nevoiyagi mak inchalah ,70,22
Vidéo valable pour toute la vie ,32,9
Its called Ahore But this very spot is called Wanahar,53,13
Merci beaucoup pour le partage tres intéressante ,49,9
Tanzania formidable sus grandes praderas para todo tipo de especie hermosa fauna valles rios todo fluye Gracias por compartirlo ,128,28
Un brave garçon bien éduqué et très éveilléÇa fait plaisir wlidna que tu sois une pépite pour notre AlgérieTous mes souhaits de réussite et dépanouissement et bravo pour les parents qui ont assuré et pour la radio qui a ouvert lantenne à ce jeune prodige nationalAllah ibarek ,276,67
andna Grand canyon fi dzayer w makontech labali allah ybarek ,61,19
I hope  you put translate,25,7
Il aurait dû ty avoir une ème saison on veut pas rester sans savoir qui a tué jawad Aller jafer qassem votre série est un chef dœuvre et je pèse mes mots ,154,40
Jai juste une question qui na pas été aborder comment lancer administrativement son Brand et sous quel format sont fait les contrats avec les sociétés whitelabeling,164,32
Bonne continuation et oui mliha lbled dommage zawali meskine ne peut pas découvrir la beauté te bladou ,103,28
Hdar rohak koya Rabi ystrak nchlh yrbi ,39,17
La qualité de tes vidéos est incroyable  ,41,9
Top machallah dayman nasana les vidéo dyawlak ,46,14
  je suis tout à fait daccord avec vous pourriezvous me suggérer des sociologues algériens que vous suivez  Je veux écouter dautre pour analyser merci bien ,156,41
Jai limpression que cest les animateurs qui sont les invités Zéro professionnalisme ,84,19
Vraiment bravo un super travail merci a tous ,45,12
Hhh mrid seyed en dirai bala te lhamri ,39,16
Je m étais interdit de regarder ana zeffane et moi qui suis un féroce anti algérien a finit par avoir les larmes qui coulent en le regardant pour la première fois  ,164,42
   hh dok chof win ra ra ydiha fi sadeem hahahah ,49,22
Magnifique lokmane w djawad rabi yahfdkom ,42,15
Hhh w zed  mlayer w nes chra tomobile w dar w der projet ,57,21
tahwisa chaba fi bladi lziza bsahtkoum w soutak chbab ,54,24
Merci beaucoup kadawmiloud Cest très drôle et merveilleux Merci pour vos efforts et votre travail acharné pour nous offrir le meilleur ,135,31
Allah yberk rabi yahfdk we ywafkak ,35,15
MashaAllah such an amazing episode  thank you for this outstanding work ,72,16
Je suis algérienne en France  jai vraiment pleuré  ,51,14
Chaatchekkll Khouya adin meabliin nass khasak ghi khenounet khaled niveaux bat ki neta ki dak bahlol elah madrto waloo behalil fi zouj ,135,47
Djawed inchallah nawnouk tzid tkamal le projet dyalek ma tkhafch  tawed twali Saleem  ,86,28
Big Ali au début on dirait trop quil dit Mamène ,48,14
Yes  Tisane  it has flowers ,28,10
est ce que on peut filmer longtemps pour des vidéo de rando ,60,16
Franchement bravo davoir pris linitiative de faire ce genre de vidéos informatives,82,18
MadGhost gaming comme dirait Rocky Balboa le temps frappe plus fort que nimporte qui ,85,21
Perfectly J mtn jen ai  aussi wllh elle date de ouf ,52,20
Je refuse quon mette une baffe a un algérien même dans un tournage ,67,19
Tu nous donne les fruits de chaque expérience vécuemerci ,57,13
The most beautiful village in Algeria,37,7
svp faites la traduction en anglais ça vs augmenterait les vues mais aussi fait présenter lAlgérie ,99,21
Win pizza Hadi fl Hocine day  ,30,9
awah ya djawad je pense marakch tsoum ,38,14
moi jai pas encore regardé les ,31,9
Tu nas aucune idée de la vie en France comment tu oses parler avec moi  ,72,18
Tu ma donné envie de la visités belle vidéo bonne continuation ,63,14
les vlogs tawak bzzf toop bonne continuation ,45,14
Celui qui ne connais pas les nom des plantes dans son pays  alors qu il n est pas attaché à cette terre d Afrique du Nord  ,123,31
Limafhmoch la zit hoya chghl na f l pitrole ,44,19
Rak ghalat mourad hh alam awal nous w américain trois  ,55,15
Les vidéos dyawleq yatiwni énergie ktar besh n avancer F hyati genre motivation _ yatik saha ,93,28
ikram askander il yen a qui font passer des messages de haine Avec des nique la France etc ,91,24
Khouya jawed ihibouk fi lah anta insan tayeb rabi yahfdk ou rabi iwafak khouya laziz tahiya ma nass alger belfort el harrach ,125,46
Well done mate Fantastic video journal ,39,8
andak wahd still foor khoya bon courage ,40,13
Thank you djawed for all the thing you shared with us  and thank you for all the effort you did make all these past years god bless you brother stay strong and ramadan mubarak ,176,40
talit la albi dithali man fomi ahder ahder baradli albi rahom atlona bal copier coller ahder blk kachma ndiro al ,113,37
   nempêche ta phrase na aucun sens ,36,14
Ça fait rêver masha Allah Biskra est belle  Continue comme ça Frére  ,69,20
Awedi bayna ri ntouma tjbkoum ki tjbdou sujet ,46,19
Hhh aniis yotelni ki yghani hakkaak hh ,39,17
Lazem yedreb chuia Douud ki yjou bech yweli kima Bear xD ,57,21
Yaa Biskra  blad rajli habibi rabi ykhalihouli nchallah ,56,23
Ill go abroad inshaa Allah and either Ill succeed or I succeed,62,15
Bravo bonne continuation jespère quil aura une collaboration avec dautre jeune qui ont la meme passion que toi et aussi que les autorité ychofo l had les endroits li rahom abandonné w ysegumohom merci bcp pour ce que tu fais ,225,55
Djamel arwah Batna khouya arwah andi merhba ,44,19
Quattendez vous pour y aller Il faut aider au développement  Depuis  ce pays fait du sur place ,95,23
Et le faite que la maîtresse a remarqué que le comportement de lenfant a changé donc le pauvre il a subit un vrai choque  Veux dire son père il était vraiment violent contre sa maman ,183,44
Could someone take Marcs incredible smile and attitude in the face of so many hardships during this trip and put it in a bottle and send it to me Wow I love his spirit how he is able to see the positive when times get tough ,224,49
Wlh merci de partager avec nous ton expérience cest génial ,59,14
listening for you was very interesting   good luck ,51,11
Triq li teddi men tlemcen à beni bahdel hayla ,46,17
  i just finished all ur vids _  ,33,11
The best video ever you made my day Mourad the positive energy is too much in this video im so happy to see it ,111,27
wow thats amazing too many vehicles near the leopards lol  are they cubs or mom and a cub precious ,99,22
Rabi mak khoya inchalah ila amame ,34,12
I think we all cried watching this like i know mourad hes just a goofy random prsn and now raho fi Tokyo ,105,27
Ga Rana ntferjouh drwk wela ni ghalta  ,39,16
Yakhou ana man lalame ou kayne chalal hadaya ou makhdoum bchbab ,64,23
Its the most amazing Algerian vlog and youtuber that Ive ever seen cool and handsome guy keep going ,100,22
Kifach yeroo liha hadi maliche taetina les détails bkp plus la les hôtels w les prix ,85,27
Wla hada damou til li damou khfif kifach mdr ,45,18
Laction talyaa wlhh makount nesenahaa rebek haba lilaa ntaa wlh rebi yhfdk ,75,30
Djawad khouya svp medelna kech site ta cherya online ta vietnam ,64,23
Mais cest du gros rap  ,23,7
Bravo Ramzi tu à le mieure  ,28,11
Sherif Drifel just Google It  ,30,9
Khasna vlog walah rjat l amrica  ,33,13
Deralna asmawat ta mousia li derha fal vidéo taik ,50,18
Tahsina normale a lazba rah ntlmo dzairya mak hh ,49,18
Donc Merci énormément pour cet effort  ,39,9
Its a good trip  здрасте ,25,10
LI hab ychouf vidio jdid mn hichem lI maya yht layk ,52,21
Javais  ans et je chanté comme si jétais déjà allée en soirée ,62,19
hh hadok li madaroch elihom psq maadroch mahom ki daro elihom odam la grande poste alors darohom whdhom f studio normalment ,124,41
ou il Ya toutes les information sur notre entreprise individuelle de commerce international agroalimentaire et cosmétique naturelle ,132,22
W hbest f les Mem place li hbest fihom Nta ,43,17
Khawti chwya support wsloni l k lah yhfdkm ,43,18
Putain pourquoi tes aigri à ce point ,37,11
wna b formation ta f ads w rabi yjazik ,39,14
Kada w miloud When is a horror series ,38,12
Hbatli moral quand jai voulu ndir jaime w lgit rôhi déjà dayra on demande yzidouna un autre ki toud la vidéo te Mourad oudia lol bravo ,135,40
Hhh bourouba diar l afia tbarek lah likom ,42,17
Je vais devoir répondre au professeur avec tout le respect que je dois,70,14
Ya Djamell  baraka allahou fik la la vidéo TOP kho un conseil berk kho  MATZIDCH TEDKHOL TAHT EL ATROUS RIR BEL CRIQUE dire madriya wela les blocs on sait jamais kho ylachi ydir degat  rebi yestrek kho et bon vent laziz ,220,70
this is my dream trip cannot wait to go ,40,11
Toc howa trouble obsessionnelle compulsif twswis w tbia li twdha homa les tic faut corriger linformation et être sur avant de dire ce genre dinformation psychologique w bon continuation mes frères ,197,46
jai fais les cole bouisoniere à bab el oued ,44,14
Salam alikom oich m drone li mlih  Kolna khoya ,47,18
Les compétences khdamt missile wakila yakhi hala hh ,52,14
Okay  As you can tell when we put these little bundles over one another the box looks well organized,100,21
Je suis le premier qui a fait Jaime ,36,10
you are the Best luv u ,23,9
   mashaAllah great Can you please help me improve my arabic ,61,18
rabi ywafk khe nta tstahl kel khire ,36,14
Jsuis abonnée a ton Instagram djit dok ntebak hna sur YT hayel nta walah ,73,26
Rebii yrhmk norii wrabyy ychafik amo salh ,42,20
Ddszza je vous remercie sswwjk je suis en tournage tu es dispo tu peux faire pour le ,85,26
bon courage mon frere on est avec toi  good luck see you soon with new adventure  sallam ,89,24
Olloxim farzandlarimizdan shunda Qori vaQoriyalarni chiqargin amin amin amin ,77,25
Sauf quil nexiste pas dindividus qui ne tentent rien en général Cest seulement le problème des inégalités sociales qui persiste ,128,29
Bon courage pour cet excellent contenu Surtt avec le professeur bekkis ,71,16
Avant hier il y a eu une émission de Mickaël ,45,15
Well done  Great video  ,24,7
Damn sound desing on this is stunning,37,9
Je suis algeroise dorigine biskra enmout la elbatoute jai la salive Ala bouche ,79,24
   roh amchi frsd  w  ,22,13
hbb ana ndir video podcast tmout bedahk svp arwah tchoufnni svpp ,65,24
thank you brother for this amazing content ,43,9
cest claqué au sol ça comparé a fatal   ,40,16
Bon voyage histoire de Alice dans les pays des merveilles ,58,14
rania rania djawed vlog w instagram djawed_vlog ,48,15
Good luck broyou are the best ,30,9
Je ne sais pas si la question mest destinée mais en tout cas jai cumulé les deux pour ma part  ,95,23
Je suus revenue en algerie en octobre et la question mai poser tous le temps ,77,20
Je ss de  et je confirme que les plages de jijel Allah ybarek ,62,19
Mais quelle bonne nouvelle sa réglera le pb de chômage en France  ,66,17
javou sa fais malle au coeur ,29,9
Maymdolhomch les rool ybdaw ykritiko ghamlin ,45,19
Bravoo les dz kemel djawaad  rabii maak ,40,16
awed tlha b version HD rahi b p ,32,11
aychin sen mena w na f ,23,10
Awesome video as always  Djamal yakol oyorod oyatmalam he is me in every gathering  loved it and happy Eid to u all ,116,33
Cette chanson est un bon moyen pour ce remonter le moral ,57,14
 apart fiha khir mdrr Salah b dmou ,35,14
Quite weird this life Just a couple of years ago I used to sit by my crappy computer watching Mourad on a video with his friends doing a taxi parody it feels like forever since i watched that vid crazy also how much I used to rewatch videos just to laugh with Mourad I am very proud of you man visiting Japan is also one of my dreams seeing you living it made me happy as if Ive lived it too especially seeing you racing in busy Tokyo streets,442,93
Les amateurs de lespace vont être comblésmerci pour cette vidéo ,64,17
Terrain gratuit agricolevilla dem A la mitidja ,47,13
Ona une culture ou bien des traditions en commun pour la pomme de paradis Kayna en Algérie la kabylie elle sappelle tovrasst sauvage ,133,34
 ans plus tard en qui est toujours là  ,39,10
Arwaho tchofo ouargla sahra el jazayyer w mdina w ga f la chaine ,65,25
I mean literally the massage thing was hilarious ,49,10
Nrmlm Jawad rbah pcq khlas match ,33,14
je te conseille Timimoun cest magnifique ,41,10
enfin maison ëdu bon cest maison ëdu ,37,14
Rabi Yehanik w Yahafdhak Nchallah Djamel Khouya ,48,21
Nmgy Dijon pour les enfants qui ,32,9
Djamel vous êtes un meilleure exemple du jeune homme algérien est g comfirme quand g T te contacté G remarqué la bonté de votre cœur et votre intelligence  Je pense que les appels téléphoniques qui étaient dans la vidéo c la mienne hh bonne continuation a toi et notre chère rahalista ,285,65
salam alikom khouya baghi nich fi bali lokan dirlna zaama kifah lamicha tama lkra lkhdma w chokran ,99,36
Yehya lkhelwi yina m le bruit ,30,13
 llnfexm  mediholi w nehko wela ghira lkhala kamel arfet ma vie Privé ,70,31
Omg too much food ill just eat plain bagel scoopedtoasted with cream cheese and a regular coffee ,97,22
Its ok its ok its okhh ,23,10
C quoi le modèle de tes lunette  ,33,10
khoya marhba bik ffi boumerdes arwah nebghik fi lah ,52,20
Quand jregards tes vlog nes roi rani mek f laventure wallah bn continuation tmérites lun million ,97,25
jétais dans le même hôtel que toi ,34,10
Très belle idée pour ce podcast ,32,8
Mais bn vid en tt cas,21,7
Wallah ana klil win nedhak bessah nta wahdek teghamni bedahk  ,62,21
Cest vrai ma sœur wallah wache raki tkolli Kamal sahe ou manahadrouche ala ardjalle lahkou lafransa walawe madamatte bache yichou walahe ,137,47
I think meine aapko pench national park turiya gate me dekha tha me  ko safari me gyi thi tab ,94,27
After watching this video Mourad you make feel like I must follow my dreams I shouldnt give up I can do it exactly as you ,122,29
casnos yaasbou m début te lannée commerciel mois de septembre ,62,18
Kol haja fi watha machi kolech la darba hahaha ,47,15
parfait yatikom saa louba llam ljay nchllh w nagbo ramdan ma zoom w kaml léquipe nchllh bravo bravo  ,101,35
Ana les endroits ga hadou derthoum b l vélo ki jiw khetra wehdou khra rana hna haja matkheskom ,95,32
Wellah rir kada top mel kbar Allah ybarek  merci la al partage kho et bssahatkom ,81,27
Daamna chwiya khawa khawa Wala batalna hacene vlogs ,52,19
Toujours un grand plaisir de regarder tes vidéos ,49,11
Ils ont raison chaque fois les algériens ydecouvriw une place yrejoha zebala kima darou l sidi merouane f chlef ,112,37
Aicha Saiah wallah pareil vous nêtes pas les seuls ,51,15
Achour ne se demodera jamais ma belle ,38,11
Chwla hed lghniya li derthana A B C D E F  ,43,20
Cest ma ville en Algérie je ne connaissais pas tes video je découvre avec plaisir les pays ville que tu ns fais partager Bonne continuation ,140,31
Djawad oya kml rak par les meilleurs  ,38,13
okay je viens de réaliser que javais rien mais alors strictement rien capté à cette chanson quand jétais petite ,112,24
 jsoxpko  mhnol nta hh lah ychafi mrerka ga rhto fiha ,54,27
Malheureusement c pas bien entretenu mais bon on essayé de faire la promotion du tourisme en algerie a notre façon avec des vidéos comme celle la D ,148,33
quelle caméra t utilise pr filmer tes video  ,45,11
Ce nest pas une église pour les juifs mais ça sappelle une synagogue  Cest un endroit pour prier pour les juifs  ,113,30
Rani nahwas mkom fi beladi hh ,30,12
Encore un podcast très inspirant  machallah  ca donne de lespoir pour le futur qui je lespère sera à la hauteur de nos ambitions Keep going le concept de la chaine est top  je souhaite à cette chaine tout le succès quelle mérite  ,230,56
   No I want to book it for myself and when we grow up I marry her hh ,70,23
Merci beaucoup Ramzi et Karim pour votre générosité et jespère que jobtiendrai la formation ,92,23
Shes stunning mina should change her name to mina glow ,55,13
Léquipe lach les vidéos kima Hadu ma yetluch l tendance ya zah ,63,20
quand je vois mon pays ca me donne envie de pleurer bravo khouya et à toutes léquipe ,85,24
Hadik tayara hia li tsawer men sma  ,36,13
Tajbanii bzzf kho walh tmot dak rabi ywafk ,43,19
   ana kont saken fi union street fi brooklyn w had lblassa techbah l atlantic avenue kona netlakou les dimanche fi kahwa naytolha lhuit w kayen tani ljama ta brooklyon w merci pour linformation astoriya chaba konte njiliha and shabi New york fiha lberde fechta c pour ça hrabte lefrança w merci ,296,85
sotraK khaYy w haDi abonnés mL  ,32,14
la meilleure série que jai vu et tout ça grâce à notre meilleur comédien Salah ,79,19
Jamal wsmhoum les song litmonti bihoum  ,40,16
 uibrtbx  la lolloll l lll lll ll o mm ll ll ll ,48,25
Wach ya les hommes sava inchaa Allah rabi yahafdak o ykhalik li yhobouk  soit ta famille ou les internautes kima Ana  wallah ça fait plaisir et je souhaite troh win makche imaginer dans tes rêventa mahboul sah mrid inchaa Allah troh jibana omra wala haja o roho maak  alabali tchabaana thons o fromage maak ghir économieaya nas khemis miliana gaa yhabok  aya nkhalik ongalak wwiioo ,382,119
hfdk Sahbii vidéo chbab bzf allah yberek khatra jaya nji makom ,63,25
win w mouktah ylb ZOOM  ,24,10
Kada smahli bsh miloud hardek f score  ,39,15
Koubabi anta alami rbi yahfdek rani man moutabiine nta les vidéos dyalek merci ,79,24
Merci pour cette escapade qui met en valeur cette région Et surtout merci dinsister sur la POLLUTION et lINCIVISME des touristes et des locaux qui ternit la lueur de la perle de la méditerrané ,193,49
Deyous il sé très bien joué a la darbouka bravo jdr ,52,18
Fatima Abo Rabia asmou anes mch anis ,37,14
Abla elle représente qui zaama  Elle est tout le temps avec le peuple ,70,18
Randja Ayoub ya khoo adkhol l ouedkniss w ktab drone ykharjolk tama fi Alger kayan ,83,31
je t aime mais tu as menti pour prendre le Metro ,49,14
Muslim Queens Mme tes vidéos ma chérie  ,40,10
salut ya si salah c est bien ce que vous faites lakine essayez twirina les recettes de cuisines chaabia ntae bouldene li jouze alihoume wa tamane wa les prix des hotel ou les dortoires les lieux aussi a visiter  des regions que tu visite etc etc salut et bonne route ,267,67
Toutes mes Félicitations pour ce genre de VIDÉOS ,49,15
Je penser pensé être la seule mdrr ,35,11
Khoya mister x blokini rabi yahafdek wlh khoya rani mablokik w rak tatlali hambouk blokini sada lik ,100,34
Nourri Allah yerahmak Tu resteras toujours vivant dans le coeur des algériens Incha Allah mène ahl el dIéna ,108,32
Shots its better with each campus equity cancer ,48,11
Allah yasstrek hbibi nahilhom commentaire psk ibad mrad raciste allah ychafihom ,80,26
C vrai  yakder yakhdem ma Wahed dirlo traduction même ,54,17
Wlh top mat badak lah yatikom saa ,34,13
Profit akhdam chauffage électrique ou linstalation tamak basarf ,64,15
Hadous listahanous biesihret waelaynes watchahnout contaret edahayas elabriyaes whawlout hamhames boukale limoharabatehimmes ,125,42
Aya goulouna win jay rani baghi njileh men wahren ,50,19
    Motaz bilah  merci et Top ,30,16
Fghh Fgui i live in America and you are right my friend what you wrote is percent true but Arabs dont listen ,109,27
Bravo il a résumé la situation sociale est culturel économique ,63,13
Félicitations pour se que vous faites ,38,11
santana boy tu nes pas musulman  ou tu sais rien sur lislam les  je crois ,74,22
Keep up the good work  ,23,7
