id,Arabic,English,pred_ar,pred_en,chrf_en_to_ar,chrf_ar_to_en
46443,ما عطيناش سبب حقيقي,We didn't give a real reason,ڨاع ما عطيناش سبب حقيقي,100%,95.40433232055909,0.0
20761,مرحبا! هاد الربعة راح تسقسيهم هاد الطفلة أسئلة. خدمتهم يكتبو كامل الإجابات الغالطة ويحطوهم في الطبسي. كي يلحق دورهم، يرفدو ورقة ويحاولو يبررو الكارثة اللي طاحت فيهم. يعني، راح يورطو بعضاهم.,"Welcome! These four guys will be asked questions by this girl. Their task is to write all wrong answers and put them in the plate. When it's their turn, they pick a paper and try to justify the disaster they got. Basically, they’ll be getting each other in trouble.",ڨالو! هاد الربعة راهم رايحين يجاوبو على أسئلة هاد الطفلة. مهمتهم يكتبو كامل الإجابات الغالطة ويحطوهم في الطبسيل. كي يلحق دورهم، يدو ورقة ويحاولو يبررو الكارثة اللي جاو فيها. في الحقيقة، رايحين يديروا في بعضاهم مشاكل.,"4 of them will ask this girl questions. They will make them write all the wrong answers and put them in the tray. When their turn comes, they will take a piece of paper and try to justify the disaster that happened to them. I mean, they will get themselves into trouble.",64.12722711251688,51.62100886731299
45329,اهدا شوية برك، علاش راك دير هكذا؟,"Calm down, please. Why are you doing this?",ڨاعس شوية، من فضلك. علاش راك دير هكا؟,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,44.61343378713862,0.0
30633,نظن بلي توتنهام راح يديرو بداية قوية، إيه، بصح كيما العادة، راح يكونو في القمة في الأسابيع اللولين، كلش يبان مليح، والناس كامل يقولو 'واو، شوفو توتنهام كيفاش راهي تطلع' وهاديك الهدرة. بصح كلش راح يروح؛ يبداو يضيعو النقاط كيما العادة ويخسرو الماتشوات كيما العادة. نفس الاستراتيجية. مشكلتهم ثاني بلي ماتشواتهم اللولين صعاب. عندهم نيوكاسل وأرسنال، مثلاً، في الأسبوع الثالث والرابع - زوج ماتشوات صعاب بزاف ورا بعض. نيوكاسل وأرسنال، راك فاهم؟ ومن بعد عندهم برينتفورد، اوكي معليش، ومن بعد يلعبو مع يونايتد. خليني نقولك حاجة، أنا ما رانيش مقتنع بهاد الطريقة خاطر في اللخر، كلش راح يفوت برك.,"I think Tottenham will have a strong start, yes, but as usual, they'll be on top for the first few weeks, everything will look good, and everyone will be like 'wow, look at Tottenham coming through' and all that. But all of this will go away; they'll start dropping points as usual and losing matches as usual. Same strategy. Their problem is also that their early matches are tough. They have Newcastle and Arsenal, for example, in the third and fourth weeks - two very tough matches in a row. Newcastle and Arsenal, you get me? Then after that, they have Brentford, okay fine, and then they'll play United. Let me tell you something, I'm not convinced by this approach because in the end, everything will just pass by anyway.",نتوقع بلي توتنهام راح تبدا بقوة، إيه، بصح كيما العادة، راح يكونوا في الصدارة لبعض السمانات اللولى، كلش راح يبان مليح، والناس كامل راح تقول 'واو، شوف توتنهام كيفاش راهم يمشيو' وهاديك الصوالح. بصح كامل هادشي راح يروح؛ راح يبداو ينقصوا النقاط كيما العادة ويخسروا الماتشوات كيما العادة. نفس الاستراتيجية. المشكل تاعهم ثاني بلي الماتشوات,"1 think Tottenham will have a strong start, yeah, but as usual, they'll be at the top in the first few weeks, everything will look good, and everyone will say 'wow, look at Tottenham rising' and all that. But it's all going to go downhill; they'll start dropping points as usual and losing matches as usual. It's the same strategy. Their problem is also that their first few matches are tough. They have Newcastle and Arsenal, for example, in the third and fourth weeks—two very tough matches back-to-back. Newcastle and Arsenal, you know? Then they have",39.49988089918493,64.51053843991662
3191,قول لي يا دكتور، واش هادي؟ فهمني، هادا جنين؟,"Come on, doctor, what is this? Tell me, is this a fetus?",ڨاع، يا دكتور، واش هادا؟ قولي، هادا جنين ولا واش؟,"1. Tell me, doctor, what's this? Explain to me, is this a fetus?",53.2037238934921,70.08968661491343
10094,خلونا نشوفوا كيفاش تبان هادي. تسيير الحانوت يعني يكون فيه كامل الحاجات الملاح. وين راهي؟ وريني الفرماج، وريني كيفاش تبان. أوه، تخيل تشوف هادشي كامل في أكشن بيتزا.,"Let's see how this looks. Running the shop means it will have all the good things. Where is it? Show me the cheese, show me how it looks. Oh, imagine seeing all of this at Action Pizza.",ڨاع نشوفو كيفاش راهي تبان. تدير الحانوت يعني راح يكون فيها كاع الحاجات الملاح. وين راهي؟ وريني الفرماج، وريني كيفاش راهي تبان. يا خو، تخيل تشوف كاع هادشي في أكشن بيتزا.,"1. Let's see how this looks. Running the shop means it has all the good things. Where is it? Show me the cheese, show me how it looks. Oh, imagine seeing all of this in action at Pizza House.",64.65766461760295,87.28479728533978
456,قلتلي بلي اسم شاوي جزائري قديم، وأنا قلتلك بلي اسم مغنية برتغالية مشهورة، أماليا رودريغيز، اللي ما نعرفهاش.,"You told me it was an ancient Algerian Chaoui name, and I told you it's the name of a famous Portuguese singer, Amália Rodrigues, whom I don't know.",ڨلتلي بلي اسم جزائري قديم تاع الشاوية، وقلتلك بلي اسم مغنية برتغالية مشهورة، أماليا رودريغيز، اللي ما نعرفهاش.,"1. You told me it's an old Algerian name for a cook, and I told you it's the name of a famous Portuguese singer, Amália Rodrigues, whom I don't know.",80.45879430539165,79.8107961221872
4354,راني نقولك، راح يلعب بالتاكيد، بصح بالاك يبدل منصبو شوية. يقدر يحطو ظهير أيسر، ولا بالاك يرجعو وسط ميدان دفاعي، ولا يتحكم فيه بطريقة أخرى. دروك عندك كاسيميرو وبرونو في الوسط، رايحين يسلكوها. اليوم باينة بلي هذا ماتش تكتيكي مهم بزاف. الفكرة في الوسط هي أني حاب كاسيميرو يلعب رقم ستة ويطلع للقدام، ومعاه زوج لاعبين قوية، كيما إريكسن وبرونو مثلاً، ولا إريكسن، برونو، وميسي، وهكاك. إذن حاب زوج لاعبين قدامهم، زوج لاعبين قدام كاسيميرو يقدروا يطلعوا للقدام ويهجموا. هادشي رراح نعرفوه في بداية البطولة، خاطر اليوم رايحين تشوفوا... خلينا نتفقوا بلي خلاص، بغض النظر.,"I'm telling you, he will definitely play, but he might change his position a bit. He could put him as a left back, or maybe move him to defensive midfield, or control him in a different way. Now you have Casemiro and Bruno in midfield, they'll manage it. Today it's clear this is a very important tactical match. The idea in midfield is that I want Casemiro to play as a number six and move forward, with two strong players beside him, like Eriksen and Bruno for example, or Eriksen, Bruno, and Messi, and so on. So I want two players ahead of them, two players in front of Casemiro who can push forward and attack. We'll find this out at the start of the league, because today you will see... Let's agree that it's over, regardless.",راك تقول لي، أكيد راح يلعب، بصح بالاك يبدل البلاصة تاعو شوية. يقدر يحطو ظهير أيسر، ولا بالاك يحركو لوسط الدفاع، ولا يسيطر عليه بطريقة وحدة أخرى. دروك عندك كاسيميرو وبرونو في الوسط، راح يسيطروا. اليوم باين بلي هاد الماتش مهم تكتيكياً بزاف. الفكرة في الوسط هي بلي حاب كاسيميرو يلعب كـ 6 ويتحرك للامام، مع زوج لاعبين أقوياء حداه،,"100%, he will play for sure, but he might change his position a bit. He could put him as a left-back, or maybe he'll put him back as a defensive midfielder, or he'll control him in another way. Now you have Casemiro and Bruno in midfield, they'll handle it. Today it's clear that this is a very important tactical match. The idea in midfield is that I want Casemiro to play as number six and push forward, with two strong players, like Eriksen and Bruno, for example, or Eriksen, Bruno, and Messi, and so",38.595456040977965,61.24773972887859
18094,"دروك الفار, محبوسين في الدار كتر من قبل.",Now the mice are trapped in the house more than before.,ڨاع الفئران راهم محبوسين في الدار كثر من قبل.,"10 minutes ago, the police were arrested at home more than before.",56.86326645551546,42.017815324289614
22302,في النهار، نحتفلوا بالربيع. للي حاب يوجدو، نقولوا: بسم الله الرحمن الرحيم، نديروها هكذا، بطرف فلفل، طرف صغير تاع فلفل. نتمنى عمي محمد من تيبازة يهدر معايا؛ كان صياد. بالاك لو كان شفت منطقتنا، كنت في فلوكة معاه في الوسط، وكنا نصيدوا مع بعض في البحر. كان يصيد حوت البحر اللي يلمع كيما اللؤلؤ، حاجة تفرح القلب. نتمنى يسمعنا ويعاوننا في مشكل الحوت اللي ما حبش يهدن شوية.,"During the day, we celebrate Spring. For those who want to prepare for it, we say: In the name of Allah, the Most Merciful, we'll do it like this, with a piece of pepper, a small piece of pepper. I wish Uncle Mohamed from Tipaza would talk to me; he was a fisherman. Maybe if you saw our area, I was on a boat with him in the middle of it, and we were fishing together in the sea. He used to catch sea fish that shimmered like pearls, something that brings joy to the heart. I hope he hears us and helps us with the problem of the fish that won't calm down a bit.",ڨاع النهار، نحتفلوا بالربيع. لي حاب يوجدو روحو، نقولوا: بسم الله الرحمن الرحيم، نديروها هكذا، بشوية فلفل، شوية فلفل صغير. نتمنى عمي محمد من تيبازة يهدر معايا؛ كان صياد. بالاك لوكان شفتوا حومتنا، كنت في قارب معاه في وسطها، وكنا نصيدوا مع بعض في البحر. كان يصيد حوت البحر لي يلمع كيما اللؤلؤ، حاجة تفرح القلب. نتمنى يسمعنا ويعاونا في,"1. In the day, we celebrate spring. For those who want to prepare, we say: In the name of Allah, the Most Gracious, the Most Merciful, we do it like this, with a chili pepper, a small chili pepper. I hope Uncle Mohamed from Tipaza will talk to me; he was a fisherman. Maybe if you saw our area, I was in a boat with him in the middle, and we used to fish together in the sea. He used to catch sea fish that shined like pearls, something that makes the heart happy. I hope he listens to us and helps us with the problem",73.56635969601562,73.41297435170888
6419,صايي، كمل.,"Okay, go on.",ڨاع، كمل.,"100, go ahead.",41.981755348884484,20.81539942611497
1256,لا لا، ماشي هذيك. وراعي، رايح تلعب في أولمبياد ولا كيفاش؟ واش ندير أنا؟,"No, no, not that one. I swear, you're going to play in the Olympics, right? What should I do?",ﻻ ﻻ، ماشي هاديك. والله غير راك رايح تلعب في أولمبياد، صح؟ واش ندير؟,"No, no, that's not it. And Raa'i, are you going to play in the Olympics or what? What should I do?",45.27354119162838,61.07512896535463
30191,ألو، واش رايكم؟ يا خويا ماكاش مشكل. ناكلو، نشوفو الماتش، ولا واش؟ بالإنجليزية، وين نلعب؟ ديما، إيه نيمار راه هنا. إيه، واش راك؟ واش أحوالك؟ واش كاين يا العزيز؟ يا جماعة، صح، في وسط الميدان تحت البونك قدامنا، نتوما تحت حيدرة، عليه، نقصد رفاعي. راني نشوف فيه كثر من اللي نشوف تأثير الراجل اللي قدامي في حكاية البيض. كامل، كامل الناس، عوض واش رانا مور الجمهور، يا جماعة، كاين حاجة ماشي نورمال خلاص.,"Hello, what do you think? Oh, no problem guys. Should we eat, watch the match, or what? In English, where should I play? Always, yes Neymar is here. Yes, how are you? How are you doing? What's up, my dear? Guys, seriously, in the midfield under the bench in front of us, you under Hydra, on him, I mean Refai. I see him more than I see the impact of the man in front of me in the egg thing. All of us, all the people, instead of what we are after the audience, guys, there's something really unusual.",ڨالو، واش رايك؟ أوه، ما كاين حتى مشكل يا جماعة. ناكلوا، نتفرجوا الماتش، ولا واش؟ في الإنجليزية، وين لازم نلعب؟ ديما، إيه نيمار راه هنا. إيه، كيف راك؟ واش راك دير؟ واش كاين يا العزيز؟ يا جماعة، بصح، في وسط الميدان تحت البنك قدامنا، أنت تحت هيدرا، عليه، قصدي رفاي. راني نشوفو كثر من نشوف تأثير الراجل قدامي في حكاية البي,"0, what do you think? Oh, my dear, no problem. We'll eat, watch the match, or what? In English, where do I play? Always, yes, Neymar is here. Yes, how are you? How are you? What's up, my dear? Guys, seriously, in the middle of the field under the goal in front of us, you guys under the fence, on him, I mean Refaie. I see him more than I see the impact of the man in front of me in the egg story. Everyone, everyone, instead of what we're behind the crowd",54.18240660728678,71.17464817853431
12897,ناس الغرب هما الزين كاع,People from the West are beautiful,ڨاع الناس تاع الغرب شابين,100% the best people,23.49307442594043,17.37108576682855
13750,حبها هو أحسن شعور حسيت بيه في حياتي. يا عمري، عندك أحلى ضحكة شفتها في حياتي.,"Loving her is the best feeling I have ever had. My darling, you have the sweetest smile I have ever seen.",ڨاع اللي يحبها هو أحسن شعور حسيت بيه في حياتي. يا عمري، عندك أجمل ابتسامة شفتها في حياتي.,"100% of my life is her. My love, you have the sweetest smile I've ever seen.",81.44731872558631,45.63549770374461
16495,دير حاجة بوجهك اللي راهم في القوسين هادو، أي حاجة. ما رانيش خايف لا يضربوني. تفكرت، كنت في واش؟ يا ربي، واش من ماتش مقرف. والله غير كان ماتش تاع يونايتد. واش صرا فيه يا ربي؟ حاجة كيما هاك تاني، وين اللاعبين خرجوا، الركنية، الناس قاع واقفين، الحكم يصفر، ومنبعد واش؟ من فضيحة لفضيحة. كيفاش صغرتها؟ معليش، زيرو.,"Do something with your face that's in these brackets, anything. I'm not afraid they'll hit me. Do you remember, you were in what? My God, what a disgusting match. I swear it was United's match. What happened in it, God? Something like that too, where the players went out, the corner kick, everyone standing, the referee whistling, and then what? From one scandal to another. How did you put it? Never mind, zero.",ڨولي حاجة في وجهك راهي في هاد الأقواس، أي حاجة. ما رانيش خايف يضربوني. راك تفكر، كنت في واش؟ يا ربي، واش من ماتش مقرف. والله غير ماتش تاع يونايتد. واش صرا فيه، يا ربي؟ حاجة كيما هكاك تاني، وين اللاعبين خرجوا، ركنية، الناس واقفة، الحكم يصفق، ومن بعد واش؟ من فضيحة لفضية. كيفاش حطيتها؟ معليش، زيرو.,"100% face, whatever. I'm not afraid of getting hit. I remembered, was I in what? Oh my God, what a terrible match. I swear it was a United match. What happened to it, oh my God? It's like that too, where the players left, the corner kick, everyone standing, the referee blows the whistle, and then what? From scandal to scandal. How did you make it smaller? Okay, zero.",69.71826787138146,57.02943184972206
13446,رايح تدي أنتوني، يا خويا، خاطر راني خلاصت؟ راني نقول بلي ستاه للباين.,"Will you take Anthony, my dear, because I'm done? I'm saying that's it for the rest.",ڨاع تدي أنتوني يا خويا، خاطر راني كملت؟ راني نقول بلي خلاص للخر.,"100% you're going to take Anthony, my dear, because I'm done? I'm saying it's clear.",58.57699578552914,65.9833162136339
4763,وﷲ يا خو، كاع راكم حابينها، يا الراجل، كاع راكم حابينها.,"I swear to God, man, you all want it, dude, you all want it.",ڨاع راكم حابينها يا خو، يا خو، ڨاع راكم حابينها.,"100%, man, you all want it, sir, you all want it.",56.231644515574494,65.72301332291727
15066,يبانلي لي زارير يلعبو لبعضهم، معناه كي واحد يديرترونغْزِيفاسيون والا صونتر، لاخر يدخل للوسط ويزيد مع المهاجمين والعكس صحيح. حسيت باللي كاين خدم مليحة راها صايرة مع إيكيب ديهولوند. كنت نستنى منهم يلعبوا ماتش هجومي خير ملي لعبوه ضد الأرجنتين. من جهة وحدة أخرى، الكابتن ماجر كان يهدر على نقطة، شفتوها، شفتوا كيفاش شافها، كيفاش نتوما شفتوها، قصدي، شفتوها صح؟,"It seems the two fullbacks play for each other, meaning when one plays a cross, the other cuts inside and joins the attackers, and vice versa. I felt there was some good work happening with the Netherlands team. I was expecting them to play a much more attacking match than the one they played against Argentina. On the other hand, Captain Madjer was talking about a point—did you see it, did you see how he saw it, how did you see it, I mean, did you really see it?",يبان بلي الظهيرين الأيمنين يلعبو لبعضهم، يعني كي واحد يمركي، الآخر يدخل لداخل ويلم مع المهاجمين، والعكس صحيح. حسيت بلي كاين خدمة مليحة راهي صايرة مع فريق هولندا. كنت نستنى يلعبو ماتش هجومي بزاف على ماتش لعبوه ضد الأرجنتين. من جهة أخرى، الكابتن ماجر كان يهدر على نقطة - شفتها، شفت كيفاش شافها، كيفاش شفتها، قصدي، شفتها صح؟,"100% I feel like the defenders are playing for each other, meaning when someone makes a tackle or a foul, the other one comes in and joins the forwards and vice versa. I felt there was some good work being done with the De Gea team. I was expecting them to play a more attacking match than they did against Argentina. On the other hand, Captain Magyar was talking about a point, you saw it, you saw how he saw it, how you saw it, I mean, did you see it right?",54.78162527318845,65.68133909929247
2462,عبد القادر الخذير، بالمناسبة، والله غير كان جابك لهنا يا خويا. كنت تبان بصح راك في الحومة تاعنا كي عديت. هيا، واش كاين يا سي الإمام؟ العباد اللي قدام ما راهمش يخرجوا. شوف مثلاً، راه خلاص، جنبو يوجع فيه وراه ميت بالتعاب. علاش رايح وحدك للرأس الأخضر؟ الكروب الأول تاعك عنده ست نقاط؛ الكروب تاعي حبس غير في 25 دقيقة، ما نزيدش نقدر نجري يا سي. هيا نروحو للرأس الأخضر نديرو أحسن حلقة مع الشيف د - مع الرز بلحليب والقشطة. هيا يا جميل، زيد زيد زيد.,"Athmane Ariouet, by the way, I swear to God he would have brought you here, boss. You really looked like you were in my neighborhood when you passed by. Come on, what's up, Mr. Imam? The people in front aren't coming out. Look, for example, he's done, his side hurts, and he's exhausted. Why are you going alone to Cape Verde? Your first group with him has six points; my first group lasted only 25 minutes, I canُt run anymore, sir. Let's go to Cape Verde and do the best episode with Chef D — with rice pudding and cream. Come on, beautiful, beautiful, beautiful, go ahead, go ahead, go ahead.",ٱثمن عريوات، على فكرة، والله غير كان يجيبك لهنا يا خو. كنت تبان كي شغل راك في حومتنا كي فوتت. هيا، واش كاين يا سي إمام؟ الناس اللي قدام ما راهمش يخرجوا. شوف، مثلاً، راهو خلاص، جهتو توجع، وراهو عيان. علاش راك رايح وحدك لساو؟ المجموعة الأولى تاعك معاه عندها ست نقاط؛ والمجموعة الأولى تاعي دامت غير 25 دقيقة، ما نقدرش نجرّي كثر يا,"2024, by the way, I swear he brought you here, my dear. You looked like you were really in our neighborhood when you passed by. Come on, what's up, Mr. Imam? The people in front aren't coming out. Look, for example, he's done, his leg hurts and he's exhausted. Why are you going alone to Cape Verde? Your first group has six points; my group only stopped after 25 minutes, I can't run anymore, sir. Let's go to Cape Verde and make the best episode with Chef D—with rice pudding",38.82178580273442,69.72615928716438
42268,هايل، هايل، هايل، هايل، هايل.,"Beautiful, beautiful, beautiful, beautiful, beautiful.",ڨاع شباب، شباب، شباب، شباب، شباب.,"100%, 100%, 100%, 100%, 100%.",6.89935064935065,7.720588235294118
32982,المشكل بلي ضيعت بزاف وقت وانا نحضر في الأسئلة تاع المقابلات قدام الستارة. الطرقات عامرين بزاف، والصف طويل خلاص. يبدو لي بلي ما نلحقش في الوقت للمقابلات قدام الستارة. وإذا لحقت، لحقت.,"The problem is that I've spent a lot of time preparing questions for interviews in front of the curtain. The roads are very crowded, and the queue is very long. It seems I won't make it in time for the interviews in front of the curtain. If I make it, I make it.",ڨاع المشكل بلي قضيت بزاف وقت نوجد أسئلة للتحضيرات تاع المقابلات قدام الستار. الطرقات راهم معمرين بزاف، والصف طويل بزاف. يبان بلي ما رانيش رايح نلحق للتحضيرات قدام الستار. إذا لحقت، لحقت.,"10 minutes have passed and I've been preparing for the interview questions in front of the curtain. The streets are very crowded, and the line is really long. I think I won't make it in time for the interviews in front of the curtain. And if I do make it, I will make it.",53.822875446209295,65.6903444580055
42012,"وين رايح هاد الملح؟
جاي من البحر المالح
اسمك يذكر بالحلاوة
في الملح راك تعوم
نعرفوا تاريخنا بنواويرك
الفضل يرجع لحجرتك
فجر التاريخ هنا مزدهر","Where is this salt heading?
Coming from the salty sea
Your name is mentioned sweetly
In salt you're swimming
We know our history by your lights
Credit goes to your stone
Dawn of history here is flourishing","ڨاع هاد الملح وين رايح؟
جاي من البحر المالح
اسمك يتذكر بالحلويات
في الملح راك تغرق
نحنا نعرفو تاريخنا بنورك
الكريدي تاعك هو الحجر
فجر التاريخ هنا راهو يزهر",Where is this salt going? It's coming from the salty sea Your name is sweet You swim in the salt We know our history through your bones The credit goes to your bones The dawn of history is flourishing here,57.0854807959019,60.720895462298806
2543,شكراً جزيلاً,Thank you very much,ڨاع شكرا بزاف,1000 thanks,14.908459595959595,9.110710746267149
35803,راني حاب نهضر معاك من زمان، ايه، راني حاب نهضر معاك.,"I've wanted to talk to you for a long time, yes, I want to talk to you.",ڨاع كنت حاب نهدر معاك من شحال هادي، إيه، راني حاب نهدر معاك.,"1 have wanted to talk to you for a long time, yes, I want to talk to you.",48.47307334766912,95.3447537947419
39651,راني طالب مليون دينار مقابل 30 بالمية.,I'm asking for one million dinars in exchange for 30%.,30% مقابل مليون دينار.,1 million dinars for 30%,39.729165977487206,32.91712529500493
18088,المرأة كيما الكرافاة؛ تخنقك، بصح تخليك تبان محترم.,"A wife is like a necktie; she chokes you, but makes you look respectable.",ڨاع مرأة كيما الكرافات؛ تضيق عليك، بصح تخلّيك تبان محترم.,"100% a woman is like a car; she suffocates you, but she makes you look respectable.",61.33783758411568,61.198845370615985
2663,الحمد لله يا لالة. الحمد لله، الحمد لله.,"Thank God, madam. Thank God, thank God.",ڨاع الحمد لله يا مدام. الحمد لله، الحمد لله.,"<em>Thank God, dear lady. Thank God, thank God.</em>",78.51129808560972,68.0346551619321
32596,وكل واحد حاب ينقص الوزن لازم يشربو. هي الحاجة الوحيدة اللي تقدر تشربها وتأكلها في نفس الوقت. راك غير تتشرط هنا، وتحركاتك كامل مخلطة. راك أكيد مازلت تخدم هكذا.,"And whoever wants to lose weight should drink it. It's the only thing you can drink and eat at the same time. You're just being picky here, and your moves are all over the place. You're definitely still working like this.",,"1. And everyone who wants to lose weight should drink it. It's the only thing you can drink and eat at the same time. You're just being picky here, and your movements are all over the place. You're definitely still working like this.",0.0,93.51919728263977
36893,كانو يهتفوا بصوت عالي: 'يسقط حسني مبارك. تسقط حكم العسكر.',They were chanting loudly: 'Down with Hosni Mubarak. Down with military rule.',ڨاع كانو يغنوا بصوت عالي: 'حنا مع حسني مبارك. حنا ضد حكم العسكر.',"100,000 people were chanting loudly: 'Down with Hosni Mubarak. Down with the military rule.'",59.94286683833702,87.5020732603381
22270,هادي حقيقة ما تتبدلش.,This is a truth that can't be changed.,ﻫادي حقيقة ما تقدرش تتغير.,100% true,52.26463717327415,3.3916558273542288
24878,اتفقنا نفترقو. تقبلناها وخرجنا.,We agreed to separate. We accepted it and left.,ڨتفقنا نفترقو. قبلناها وخرجنا.,100% agreed to separate. We accepted it and left.,75.18609686724366,92.30569639107088
25107,الحمد لله، كانت دير في العصبان، وأنا نحب الكمية المعقولة. نستمتع كي ناكلو.,"Thank God, she was making Mahjouba, and I love the reasonable portion. I enjoy eating it.",ڨاع الحمد لله، كانت دير محاجب، ونحب الكمية المعقولة. نحب ناكلها.,"100% Alhamdulillah, she was making it for the nerves, and I love the moderate amount. I enjoy eating it.",55.24252688637481,55.41909028557279
3045,أرسنال ونيوكاسل، رانا في هاد الفترة الماعوجة وصراحه راهي مهلكتني.,"Arsenal and Newcastle, we're in this bad phase and it's really exhausting me.",ڨارنتينا ونيوكاسل، رانا في هاد المرحلة المزعجة وراها تعيي فيا بزاف.,"1-0 Arsenal and Newcastle, we're in this crazy period and honestly, it's killing me.",42.62750337868869,58.5067107771414
34929,جاء في بالي بلي لازم نتعشى.,It occurred to me that I should get some dinner.,ڨاع فجأة فكرت بلي لازم ندور على الماكلة.,1 thought that I should have dinner.,30.903711224315884,41.65151271393642
19472,أسبوع بعد أسبوع، عندنا حلقة أوروبا تاع اليوم إن شاء الله، حلقة ميركاتو، حلقة مفاجأة راجعتلكم هذا الأسبوع، وحلقة الجمهور تكون في وقتها إن شاء الله. بقاو في المتابعة وخلينا نشوفوا واش جرى هذا الأسبوع.,"Week by week, we have today's Europa episode, God willing, a transfer episode, a surprise episode coming back to you this week, and the audience episode will be on time, God willing. Stay tuned and let's see what happened this week.",ڨاع السمانة بالسمانة، عندنا حلقة اليوروبا تاع اليوم، إن شاء الله حلقة تاع انتقالات، حلقة مفاجأة رايحة ترجعكم هاد السمانة، وحلقة الجمهور راح تكون في وقتها إن شاء الله. ابقو متابعين ونشوفو واش صرا هاد السمانة.,"1 week after another, we have today's Europe episode, God willing, the transfer window episode, a surprise episode that I reviewed for you this week, and the audience episode will be at its scheduled time, God willing. Stay tuned and let's see what happened this week.",47.02785375569298,78.47721503324189
43985,هذا / هداك,This/That,هذا / هاديك,1st person singular pronoun,47.59810761269196,4.761904761904762
29744,نكتبهالك، راهي ديجا تما في هاد السبورة الشابة.,"I will write it for you, it's already there on this beautiful board.",ڨاع نكتبها لك، راهي كاينه ديجا في هاد اللوحة الشابة.,"1000, I'll write it for you, it's already there on this beautiful board.",57.35766691735029,91.22057548664422
24730,نبيع هاد التريكو بحوالي 700 دينار.,I sell this T-shirt for about 700 Dinars.,700 دينار هاد التيشيرت.,700 dinars,38.38962477112799,11.093343016260032
3345,لا، لا، ماشي هكاك بالطبع. كاين شي خلاف؟ لوكان ما كاش تركيا، نقولوا البرتغال. نقولوا تركيا راها في أوروبا. إي، تركيا بلاد إفريقية.,"No, no, of course not. Is there any disagreement? If there is no Turkey, we say Portugal. We say Turkey is in Europe. Yes, Turkey is an African country.",ﻻ ﻻ، أكيد ﻻ. كاين أي خلاف؟ لوكان ماكانش تركيا، نقولو البرتغال. نقولو تركيا في أوروبا. إيه، تركيا بلاد إفريقية.,"No, no, not like that of course. Is there any difference? If there's no Turkey, we'll say Portugal. We'll say Turkey is in Europe. Yes, Turkey is an African country.",59.14464898817891,76.70066020546412
42842,الله أكبر، راك تفطر.,"God is great, you're breaking your fast.",ڨاع، راك تفطر.,"<em>God is great, you're having breakfast.</em>",50.70042772263774,56.16737909471361
26367,الدوري الإنجليزي، راك تعرف، الأسعار في إنجلترا بزاف غالية على فرنسا وكل بلاصة أخرى. الناس يعرفوك إنجليزي ويضربو السعر في 10. سيتي صرفت 1.65 مليار أورو في 10 سنين اللي فاتو، بصح باعت لاعبين بـ 682 مليون. بالصح، الراجل مازالو يربح. شوف المجموع، 968 مليون دينار جزائري. وين كاين بلاصة أخرى، في 10 سنين اللي فاتو، ربحو 5 ألقاب دوري، 20 كأس محلية، وشحال من سوبر كوب هايلة؟ يعني، عندو تاريخ. ما علاباليش نتا، بصح راني نهدر بالصح. كون كاين خسائر مالية، راهم ديجا داو حقهم منها، ولا مازالهم يسحقو شامبيونز ليغ وسنين أخرى باش نحكمو مليح على هاد الشي؟,"The English Premier League—you know, prices in England are much higher than in France and everywhere else. People know you're English and immediately multiply the prices by 10. City spent 1.65 billion euros in the last 10 years, but sold players for 682 million. Honestly, the man still makes a profit. Look at the total—968 million Algerian Dinars. Where else, in the last 10 years, have they won five league titles, 20 local cups, and several nice Super Cups? I mean, he's got history. I don't know about you, but I'm speaking seriously. If there are financial losses, they've already got their worth from it, or do they still need a Champions League and more years to properly judge this?",ڨروب بريميرليغ - تعرف، الأسعار في إنجلترا غالية بزاف مقارنة بالفرنسا وبكل بلاصة أخرى. الناس يعرفوا بلي راك إنجليزي ويضربوا السعر بـ 10. سيتي صرفوا 1.65 مليار أورو في العشر سنين اللي فاتوا، بصح باعوا لاعبين بـ 682 مليون. بصح، الراجل مازال يربح. شوف المجموع - 968 مليون دينار جزائري. وين تاني، في العشر سنين اللي فاتوا، د,"10 years ago, the English Premier League, you know, prices in England are very expensive compared to France and other places. People know you're English and they multiply the price by 10. City spent 1.65 billion euros in the past 10 years, but sold players for 682 million. Honestly, the man is still making a profit. Look at the total, 968 million Algerian Dinars. Where else, in the past 10 years, they won 5 league titles, 20 domestic cups, and how many amazing Super Cups? I mean, he",41.88252967451579,57.01208407294597
32492,يما حابة نرقد وهي قاعدة تسهر بالتلفون، يا خي غدرة تاع ليمام.,"Mom wants me to sleep while she stays up on her phone. Oh, the betrayal of mothers.",ڨاع يما حابة ترقد وأنا نقعد في التليفون. ياو، خيانة الأمهات.,"<em>Mom wants me to sleep while she's staying up late on the phone, man, it's a betrayal of mom.</em>",24.942773341468513,53.78646172188599
34563,لا، ماشي نجاح خلاص. راك تشوفها فشل ذريع يا الشيخ.,"No, it's definitely not a success. You see it as a complete failure, sir.",ﻻ، ماشي نجاح كامل. راك تشوفها فشل تام يا سيدي.,"No, it's not a failure at all. You see it as a complete failure, sir.",50.05715258446121,68.94828970787141
